participantId,format,task,difficulty,confidence
67e25388d573ec2d5f1c8442,yaml,reading-task-tabular-5,1,7
67e25388d573ec2d5f1c8442,yaml,writing-task-tabular,6,4
67e25388d573ec2d5f1c8442,yaml,modifying-task-tabular-1,5,5
67e25388d573ec2d5f1c8442,yaml,modifying-task-tabular-2,1,7
67e25388d573ec2d5f1c8442,yaml,modifying-task-tabular-3,3,7
67e25388d573ec2d5f1c8442,yaml,modifying-task-tabular-4,5,6
67e5cf90b79d0874e1cf16b0,toml,writing-task-NL,1,7
67e5cf90b79d0874e1cf16b0,toml,reading-task-tabular-1,5,4
67e5cf90b79d0874e1cf16b0,toml,reading-task-tabular-2,5,4
67e5cf90b79d0874e1cf16b0,toml,reading-task-tabular-3,5,4
67e5cf90b79d0874e1cf16b0,toml,reading-task-tabular-4,6,4
67e5cf90b79d0874e1cf16b0,toml,reading-task-tabular-5,6,4
67e5cf90b79d0874e1cf16b0,toml,writing-task-tabular,7,2
67e5cf90b79d0874e1cf16b0,toml,modifying-task-tabular-1,2,7
67e5cf90b79d0874e1cf16b0,toml,modifying-task-tabular-2,2,7
67e5cf90b79d0874e1cf16b0,toml,modifying-task-tabular-3,1,7
67e5cf90b79d0874e1cf16b0,toml,modifying-task-tabular-4,6,2
67d00f24466a67ba7e41228e,toml,writing-task-NL,1,7
67d00f24466a67ba7e41228e,toml,reading-task-tabular-1,1,7
67d00f24466a67ba7e41228e,toml,reading-task-tabular-2,3,5
67d00f24466a67ba7e41228e,toml,reading-task-tabular-3,3,5
67d00f24466a67ba7e41228e,toml,reading-task-tabular-4,3,6
67d00f24466a67ba7e41228e,toml,reading-task-tabular-5,2,6
67d00f24466a67ba7e41228e,toml,writing-task-tabular,1,5
67d00f24466a67ba7e41228e,toml,modifying-task-tabular-1,2,5
67d00f24466a67ba7e41228e,toml,modifying-task-tabular-2,3,5
67d00f24466a67ba7e41228e,toml,modifying-task-tabular-3,2,6
67d00f24466a67ba7e41228e,toml,modifying-task-tabular-4,3,4
66475d6f7b27e4443ef0d031,json,writing-task-NL,1,7
66475d6f7b27e4443ef0d031,json,reading-task-tabular-1,2,7
66475d6f7b27e4443ef0d031,json,reading-task-tabular-2,1,7
66475d6f7b27e4443ef0d031,json,reading-task-tabular-3,1,7
66475d6f7b27e4443ef0d031,json,reading-task-tabular-4,1,7
66475d6f7b27e4443ef0d031,json,reading-task-tabular-5,1,7
66475d6f7b27e4443ef0d031,json,writing-task-tabular,7,1
66475d6f7b27e4443ef0d031,json,modifying-task-tabular-1,7,1
66475d6f7b27e4443ef0d031,json,modifying-task-tabular-2,1,7
66475d6f7b27e4443ef0d031,json,modifying-task-tabular-3,1,7
66475d6f7b27e4443ef0d031,json,modifying-task-tabular-4,1,5
6672d878f68b9e349b56e871,toml,writing-task-NL,1,5
6672d878f68b9e349b56e871,toml,reading-task-tabular-1,4,7
6672d878f68b9e349b56e871,toml,reading-task-tabular-2,1,7
6672d878f68b9e349b56e871,toml,reading-task-tabular-3,5,6
6672d878f68b9e349b56e871,toml,reading-task-tabular-4,4,5
6672d878f68b9e349b56e871,toml,reading-task-tabular-5,4,5
6672d878f68b9e349b56e871,toml,writing-task-tabular,7,1
6672d878f68b9e349b56e871,toml,modifying-task-tabular-1,6,2
6672d878f68b9e349b56e871,toml,modifying-task-tabular-2,5,5
6672d878f68b9e349b56e871,toml,modifying-task-tabular-3,1,7
6672d878f68b9e349b56e871,toml,modifying-task-tabular-4,6,1
67f5bb69760b211cdfe8021c,jsonc,writing-task-NL,3,5
67f5bb69760b211cdfe8021c,jsonc,reading-task-tabular-1,4,6
67f5bb69760b211cdfe8021c,jsonc,reading-task-tabular-2,4,5
67f5bb69760b211cdfe8021c,jsonc,reading-task-tabular-3,3,6
67f5bb69760b211cdfe8021c,jsonc,reading-task-tabular-4,3,5
67f5bb69760b211cdfe8021c,jsonc,reading-task-tabular-5,4,5
67f5bb69760b211cdfe8021c,jsonc,writing-task-tabular,6,4
67f5bb69760b211cdfe8021c,jsonc,modifying-task-tabular-1,5,5
67f5bb69760b211cdfe8021c,jsonc,modifying-task-tabular-2,5,6
67f5bb69760b211cdfe8021c,jsonc,modifying-task-tabular-3,4,6
67f5bb69760b211cdfe8021c,jsonc,modifying-task-tabular-4,6,4
67e571bef6af7ecd9c29ad72,json,writing-task-NL,1,7
67e571bef6af7ecd9c29ad72,json,reading-task-tabular-1,6,6
67e571bef6af7ecd9c29ad72,json,reading-task-tabular-2,6,4
67e571bef6af7ecd9c29ad72,json,reading-task-tabular-3,6,3
67e571bef6af7ecd9c29ad72,json,reading-task-tabular-4,3,6
67e571bef6af7ecd9c29ad72,json,reading-task-tabular-5,4,4
67e571bef6af7ecd9c29ad72,json,writing-task-tabular,7,6
67e571bef6af7ecd9c29ad72,json,modifying-task-tabular-1,7,2
67e571bef6af7ecd9c29ad72,json,modifying-task-tabular-2,7,1
67e571bef6af7ecd9c29ad72,json,modifying-task-tabular-3,5,5
67e571bef6af7ecd9c29ad72,json,modifying-task-tabular-4,6,5
60f1f1d4ac991a259b83f603,json,writing-task-NL,1,7
60f1f1d4ac991a259b83f603,json,reading-task-tabular-1,1,7
60f1f1d4ac991a259b83f603,json,reading-task-tabular-2,1,7
60f1f1d4ac991a259b83f603,json,reading-task-tabular-3,7,1
60f1f1d4ac991a259b83f603,json,reading-task-tabular-4,7,7
60f1f1d4ac991a259b83f603,json,reading-task-tabular-5,1,7
60f1f1d4ac991a259b83f603,json,writing-task-tabular,7,1
60f1f1d4ac991a259b83f603,json,modifying-task-tabular-1,1,7
60f1f1d4ac991a259b83f603,json,modifying-task-tabular-2,1,7
60f1f1d4ac991a259b83f603,json,modifying-task-tabular-3,4,4
60f1f1d4ac991a259b83f603,json,modifying-task-tabular-4,1,5
678f0bb28ec3307e4f1afb78,hjson,writing-task-NL,1,7
678f0bb28ec3307e4f1afb78,hjson,reading-task-tabular-1,1,7
678f0bb28ec3307e4f1afb78,hjson,reading-task-tabular-2,1,7
678f0bb28ec3307e4f1afb78,hjson,reading-task-tabular-3,1,7
678f0bb28ec3307e4f1afb78,hjson,reading-task-tabular-4,1,7
678f0bb28ec3307e4f1afb78,hjson,reading-task-tabular-5,1,7
678f0bb28ec3307e4f1afb78,hjson,writing-task-tabular,3,5
678f0bb28ec3307e4f1afb78,hjson,modifying-task-tabular-1,1,7
678f0bb28ec3307e4f1afb78,hjson,modifying-task-tabular-2,1,7
678f0bb28ec3307e4f1afb78,hjson,modifying-task-tabular-3,1,7
678f0bb28ec3307e4f1afb78,hjson,modifying-task-tabular-4,3,5
669b961e1c9cf30a26bb57d2,xml,writing-task-NL,1,7
669b961e1c9cf30a26bb57d2,xml,reading-task-tabular-1,6,5
669b961e1c9cf30a26bb57d2,xml,reading-task-tabular-2,6,5
669b961e1c9cf30a26bb57d2,xml,reading-task-tabular-3,7,2
669b961e1c9cf30a26bb57d2,xml,reading-task-tabular-4,6,7
669b961e1c9cf30a26bb57d2,xml,reading-task-tabular-5,7,2
669b961e1c9cf30a26bb57d2,xml,writing-task-tabular,7,1
669b961e1c9cf30a26bb57d2,xml,modifying-task-tabular-1,5,5
669b961e1c9cf30a26bb57d2,xml,modifying-task-tabular-2,3,6
669b961e1c9cf30a26bb57d2,xml,modifying-task-tabular-3,4,4
669b961e1c9cf30a26bb57d2,xml,modifying-task-tabular-4,7,1
673c13c9d37c8a73bc80b8ce,json,writing-task-NL,5,6
673c13c9d37c8a73bc80b8ce,json,reading-task-tabular-1,6,4
673c13c9d37c8a73bc80b8ce,json,reading-task-tabular-2,5,4
673c13c9d37c8a73bc80b8ce,json,reading-task-tabular-3,4,5
673c13c9d37c8a73bc80b8ce,json,reading-task-tabular-4,3,5
673c13c9d37c8a73bc80b8ce,json,reading-task-tabular-5,3,6
673c13c9d37c8a73bc80b8ce,json,writing-task-tabular,6,4
673c13c9d37c8a73bc80b8ce,json,modifying-task-tabular-1,5,4
673c13c9d37c8a73bc80b8ce,json,modifying-task-tabular-2,5,6
673c13c9d37c8a73bc80b8ce,json,modifying-task-tabular-3,6,5
673c13c9d37c8a73bc80b8ce,json,modifying-task-tabular-4,6,6
66992f58a7964f557fc75f58,toml,writing-task-NL,1,7
66992f58a7964f557fc75f58,toml,reading-task-tabular-1,1,7
66992f58a7964f557fc75f58,toml,reading-task-tabular-2,1,7
66992f58a7964f557fc75f58,toml,reading-task-tabular-3,1,7
66992f58a7964f557fc75f58,toml,reading-task-tabular-4,1,7
66992f58a7964f557fc75f58,toml,reading-task-tabular-5,3,4
66992f58a7964f557fc75f58,toml,writing-task-tabular,7,1
66992f58a7964f557fc75f58,toml,modifying-task-tabular-1,3,4
66992f58a7964f557fc75f58,toml,modifying-task-tabular-2,2,6
66992f58a7964f557fc75f58,toml,modifying-task-tabular-3,1,6
66992f58a7964f557fc75f58,toml,modifying-task-tabular-4,5,5
60721c2da01b3a616edba9a7,xml,writing-task-NL,1,7
60721c2da01b3a616edba9a7,xml,reading-task-tabular-1,2,4
60721c2da01b3a616edba9a7,xml,reading-task-tabular-2,4,7
60721c2da01b3a616edba9a7,xml,reading-task-tabular-3,6,4
60721c2da01b3a616edba9a7,xml,reading-task-tabular-4,1,7
60721c2da01b3a616edba9a7,xml,reading-task-tabular-5,1,7
60721c2da01b3a616edba9a7,xml,writing-task-tabular,7,4
60721c2da01b3a616edba9a7,xml,modifying-task-tabular-1,7,6
60721c2da01b3a616edba9a7,xml,modifying-task-tabular-2,5,5
60721c2da01b3a616edba9a7,xml,modifying-task-tabular-3,5,5
60721c2da01b3a616edba9a7,xml,modifying-task-tabular-4,7,5
673e43cc760355e9e4f042a3,json5,writing-task-NL,1,7
673e43cc760355e9e4f042a3,json5,reading-task-tabular-1,1,7
673e43cc760355e9e4f042a3,json5,reading-task-tabular-2,1,7
673e43cc760355e9e4f042a3,json5,reading-task-tabular-3,1,7
673e43cc760355e9e4f042a3,json5,reading-task-tabular-4,1,7
673e43cc760355e9e4f042a3,json5,reading-task-tabular-5,1,7
673e43cc760355e9e4f042a3,json5,writing-task-tabular,6,6
673e43cc760355e9e4f042a3,json5,modifying-task-tabular-1,3,6
673e43cc760355e9e4f042a3,json5,modifying-task-tabular-2,1,7
673e43cc760355e9e4f042a3,json5,modifying-task-tabular-3,1,7
673e43cc760355e9e4f042a3,json5,modifying-task-tabular-4,5,5
60a0b744298c64d46b63e893,hjson,writing-task-NL,1,7
60a0b744298c64d46b63e893,hjson,reading-task-tabular-1,1,6
60a0b744298c64d46b63e893,hjson,reading-task-tabular-2,4,4
60a0b744298c64d46b63e893,hjson,reading-task-tabular-3,5,7
60a0b744298c64d46b63e893,hjson,reading-task-tabular-4,1,7
60a0b744298c64d46b63e893,hjson,reading-task-tabular-5,1,7
60a0b744298c64d46b63e893,hjson,writing-task-tabular,7,1
60a0b744298c64d46b63e893,hjson,modifying-task-tabular-1,1,7
60a0b744298c64d46b63e893,hjson,modifying-task-tabular-2,1,7
60a0b744298c64d46b63e893,hjson,modifying-task-tabular-3,7,2
60a0b744298c64d46b63e893,hjson,modifying-task-tabular-4,7,1
67dc19c31078d1581e39e75a,yaml,writing-task-NL,1,7
67dc19c31078d1581e39e75a,yaml,reading-task-tabular-1,1,7
67dc19c31078d1581e39e75a,yaml,reading-task-tabular-2,2,6
67dc19c31078d1581e39e75a,yaml,reading-task-tabular-3,2,6
67dc19c31078d1581e39e75a,yaml,reading-task-tabular-4,1,7
67dc19c31078d1581e39e75a,yaml,reading-task-tabular-5,1,7
67dc19c31078d1581e39e75a,yaml,writing-task-tabular,3,5
67dc19c31078d1581e39e75a,yaml,modifying-task-tabular-1,1,7
67dc19c31078d1581e39e75a,yaml,modifying-task-tabular-2,1,7
67dc19c31078d1581e39e75a,yaml,modifying-task-tabular-3,1,7
67dc19c31078d1581e39e75a,yaml,modifying-task-tabular-4,3,4
678bad003d15e6aba1ee5a5d,jsonc,writing-task-NL,1,7
678bad003d15e6aba1ee5a5d,jsonc,reading-task-tabular-1,2,7
678bad003d15e6aba1ee5a5d,jsonc,reading-task-tabular-2,2,7
678bad003d15e6aba1ee5a5d,jsonc,reading-task-tabular-3,2,7
678bad003d15e6aba1ee5a5d,jsonc,reading-task-tabular-4,2,7
678bad003d15e6aba1ee5a5d,jsonc,reading-task-tabular-5,2,7
678bad003d15e6aba1ee5a5d,jsonc,writing-task-tabular,2,7
678bad003d15e6aba1ee5a5d,jsonc,modifying-task-tabular-1,2,7
678bad003d15e6aba1ee5a5d,jsonc,modifying-task-tabular-2,2,7
678bad003d15e6aba1ee5a5d,jsonc,modifying-task-tabular-3,2,7
678bad003d15e6aba1ee5a5d,jsonc,modifying-task-tabular-4,2,7
66cdfebcb908ea2717d06b6c,hjson,writing-task-NL,1,7
66cdfebcb908ea2717d06b6c,hjson,reading-task-tabular-1,3,6
66cdfebcb908ea2717d06b6c,hjson,reading-task-tabular-2,2,6
66cdfebcb908ea2717d06b6c,hjson,reading-task-tabular-3,3,6
66cdfebcb908ea2717d06b6c,hjson,reading-task-tabular-4,2,7
66cdfebcb908ea2717d06b6c,hjson,reading-task-tabular-5,2,6
66cdfebcb908ea2717d06b6c,hjson,writing-task-tabular,5,4
66cdfebcb908ea2717d06b6c,hjson,modifying-task-tabular-1,3,5
66cdfebcb908ea2717d06b6c,hjson,modifying-task-tabular-2,2,7
66cdfebcb908ea2717d06b6c,hjson,modifying-task-tabular-3,3,5
66cdfebcb908ea2717d06b6c,hjson,modifying-task-tabular-4,5,5
67f0c5d37f91ceae5cb3b318,jsonc,writing-task-NL,7,7
67f0c5d37f91ceae5cb3b318,jsonc,reading-task-tabular-1,7,7
67f0c5d37f91ceae5cb3b318,jsonc,reading-task-tabular-2,1,7
67f0c5d37f91ceae5cb3b318,jsonc,reading-task-tabular-3,1,7
67f0c5d37f91ceae5cb3b318,jsonc,reading-task-tabular-4,1,7
67f0c5d37f91ceae5cb3b318,jsonc,reading-task-tabular-5,1,7
67f0c5d37f91ceae5cb3b318,jsonc,writing-task-tabular,2,6
67f0c5d37f91ceae5cb3b318,jsonc,modifying-task-tabular-1,1,7
67f0c5d37f91ceae5cb3b318,jsonc,modifying-task-tabular-2,1,7
67f0c5d37f91ceae5cb3b318,jsonc,modifying-task-tabular-3,1,7
67f0c5d37f91ceae5cb3b318,jsonc,modifying-task-tabular-4,2,6
56cb8858edf8da000b6df354,hjson,writing-task-NL,1,7
56cb8858edf8da000b6df354,hjson,reading-task-tabular-1,1,7
56cb8858edf8da000b6df354,hjson,reading-task-tabular-2,1,7
56cb8858edf8da000b6df354,hjson,reading-task-tabular-3,1,7
56cb8858edf8da000b6df354,hjson,reading-task-tabular-4,1,7
56cb8858edf8da000b6df354,hjson,reading-task-tabular-5,1,7
56cb8858edf8da000b6df354,hjson,writing-task-tabular,4,3
56cb8858edf8da000b6df354,hjson,modifying-task-tabular-1,1,6
56cb8858edf8da000b6df354,hjson,modifying-task-tabular-2,1,7
56cb8858edf8da000b6df354,hjson,modifying-task-tabular-3,1,7
56cb8858edf8da000b6df354,hjson,modifying-task-tabular-4,3,7
67aee0dfad3492b61a9ba0eb,jsonc,writing-task-NL,1,7
67aee0dfad3492b61a9ba0eb,jsonc,reading-task-tabular-1,1,7
67aee0dfad3492b61a9ba0eb,jsonc,reading-task-tabular-2,1,7
67aee0dfad3492b61a9ba0eb,jsonc,reading-task-tabular-3,1,7
67aee0dfad3492b61a9ba0eb,jsonc,reading-task-tabular-4,1,7
67aee0dfad3492b61a9ba0eb,jsonc,reading-task-tabular-5,1,7
67aee0dfad3492b61a9ba0eb,jsonc,writing-task-tabular,5,6
67aee0dfad3492b61a9ba0eb,jsonc,modifying-task-tabular-1,1,7
67aee0dfad3492b61a9ba0eb,jsonc,modifying-task-tabular-2,3,6
67aee0dfad3492b61a9ba0eb,jsonc,modifying-task-tabular-3,1,7
67aee0dfad3492b61a9ba0eb,jsonc,modifying-task-tabular-4,1,7
667971a555af1f83d3f29ae7,hjson,writing-task-NL,2,6
667971a555af1f83d3f29ae7,hjson,reading-task-tabular-1,2,6
667971a555af1f83d3f29ae7,hjson,reading-task-tabular-2,2,6
667971a555af1f83d3f29ae7,hjson,reading-task-tabular-3,2,6
667971a555af1f83d3f29ae7,hjson,reading-task-tabular-4,2,7
667971a555af1f83d3f29ae7,hjson,reading-task-tabular-5,2,6
667971a555af1f83d3f29ae7,hjson,writing-task-tabular,3,5
667971a555af1f83d3f29ae7,hjson,modifying-task-tabular-1,3,6
667971a555af1f83d3f29ae7,hjson,modifying-task-tabular-2,2,6
667971a555af1f83d3f29ae7,hjson,modifying-task-tabular-3,3,6
667971a555af1f83d3f29ae7,hjson,modifying-task-tabular-4,3,5
5c6414540821d30001046198,hjson,writing-task-NL,2,6
5c6414540821d30001046198,hjson,reading-task-tabular-1,5,6
5c6414540821d30001046198,hjson,reading-task-tabular-2,2,6
5c6414540821d30001046198,hjson,reading-task-tabular-3,2,6
5c6414540821d30001046198,hjson,reading-task-tabular-4,1,7
5c6414540821d30001046198,hjson,reading-task-tabular-5,2,6
5c6414540821d30001046198,hjson,writing-task-tabular,7,1
5c6414540821d30001046198,hjson,modifying-task-tabular-1,5,1
5c6414540821d30001046198,hjson,modifying-task-tabular-2,2,6
5c6414540821d30001046198,hjson,modifying-task-tabular-3,2,5
5c6414540821d30001046198,hjson,modifying-task-tabular-4,3,6
6788c1c724c24dc56b08790a,json5,writing-task-NL,1,7
6788c1c724c24dc56b08790a,json5,reading-task-tabular-1,2,7
6788c1c724c24dc56b08790a,json5,reading-task-tabular-2,2,7
6788c1c724c24dc56b08790a,json5,reading-task-tabular-3,2,7
6788c1c724c24dc56b08790a,json5,reading-task-tabular-4,1,7
6788c1c724c24dc56b08790a,json5,reading-task-tabular-5,1,7
6788c1c724c24dc56b08790a,json5,writing-task-tabular,6,5
6788c1c724c24dc56b08790a,json5,modifying-task-tabular-1,2,7
6788c1c724c24dc56b08790a,json5,modifying-task-tabular-2,1,7
6788c1c724c24dc56b08790a,json5,modifying-task-tabular-3,1,7
6788c1c724c24dc56b08790a,json5,modifying-task-tabular-4,7,5
67adb520391eb17f214a50b4,yaml,writing-task-NL,3,6
67adb520391eb17f214a50b4,yaml,reading-task-tabular-1,1,7
67adb520391eb17f214a50b4,yaml,reading-task-tabular-2,1,7
67adb520391eb17f214a50b4,yaml,reading-task-tabular-3,1,7
67adb520391eb17f214a50b4,yaml,reading-task-tabular-4,1,7
67adb520391eb17f214a50b4,yaml,reading-task-tabular-5,2,6
67adb520391eb17f214a50b4,yaml,writing-task-tabular,3,6
67adb520391eb17f214a50b4,yaml,modifying-task-tabular-1,1,7
67adb520391eb17f214a50b4,yaml,modifying-task-tabular-2,1,7
67adb520391eb17f214a50b4,yaml,modifying-task-tabular-3,1,7
67adb520391eb17f214a50b4,yaml,modifying-task-tabular-4,2,6
67d95269b47464c18da766ca,xml,writing-task-NL,3,4
67d95269b47464c18da766ca,xml,reading-task-tabular-1,3,4
67d95269b47464c18da766ca,xml,reading-task-tabular-2,3,4
67d95269b47464c18da766ca,xml,reading-task-tabular-3,2,5
67d95269b47464c18da766ca,xml,reading-task-tabular-4,2,5
67d95269b47464c18da766ca,xml,reading-task-tabular-5,2,6
67d95269b47464c18da766ca,xml,writing-task-tabular,5,3
67d95269b47464c18da766ca,xml,modifying-task-tabular-1,6,2
67d95269b47464c18da766ca,xml,modifying-task-tabular-2,2,3
67d95269b47464c18da766ca,xml,modifying-task-tabular-3,3,5
67d95269b47464c18da766ca,xml,modifying-task-tabular-4,4,3
64275e53f51a5ed4f6b7d019,toml,writing-task-NL,1,7
64275e53f51a5ed4f6b7d019,toml,reading-task-tabular-1,1,7
64275e53f51a5ed4f6b7d019,toml,reading-task-tabular-2,1,7
64275e53f51a5ed4f6b7d019,toml,reading-task-tabular-3,1,7
64275e53f51a5ed4f6b7d019,toml,reading-task-tabular-4,1,7
64275e53f51a5ed4f6b7d019,toml,reading-task-tabular-5,1,7
64275e53f51a5ed4f6b7d019,toml,writing-task-tabular,3,5
64275e53f51a5ed4f6b7d019,toml,modifying-task-tabular-1,1,7
64275e53f51a5ed4f6b7d019,toml,modifying-task-tabular-2,1,7
64275e53f51a5ed4f6b7d019,toml,modifying-task-tabular-3,1,7
64275e53f51a5ed4f6b7d019,toml,modifying-task-tabular-4,7,1
6734346ca8e90c2da6fb4509,jsonc,writing-task-NL,1,1
6734346ca8e90c2da6fb4509,jsonc,reading-task-tabular-1,2,7
6734346ca8e90c2da6fb4509,jsonc,reading-task-tabular-2,1,7
6734346ca8e90c2da6fb4509,jsonc,reading-task-tabular-3,2,6
6734346ca8e90c2da6fb4509,jsonc,reading-task-tabular-4,4,7
6734346ca8e90c2da6fb4509,jsonc,reading-task-tabular-5,3,6
6734346ca8e90c2da6fb4509,jsonc,writing-task-tabular,5,6
6734346ca8e90c2da6fb4509,jsonc,modifying-task-tabular-1,3,6
6734346ca8e90c2da6fb4509,jsonc,modifying-task-tabular-2,3,7
6734346ca8e90c2da6fb4509,jsonc,modifying-task-tabular-3,2,6
6734346ca8e90c2da6fb4509,jsonc,modifying-task-tabular-4,7,7
66049694dfb8828a8f3dce70,yaml,writing-task-NL,1,7
66049694dfb8828a8f3dce70,yaml,reading-task-tabular-1,5,5
66049694dfb8828a8f3dce70,yaml,reading-task-tabular-2,2,6
66049694dfb8828a8f3dce70,yaml,reading-task-tabular-3,2,6
66049694dfb8828a8f3dce70,yaml,reading-task-tabular-4,1,7
66049694dfb8828a8f3dce70,yaml,reading-task-tabular-5,4,6
66049694dfb8828a8f3dce70,yaml,writing-task-tabular,5,5
66049694dfb8828a8f3dce70,yaml,modifying-task-tabular-1,4,5
66049694dfb8828a8f3dce70,yaml,modifying-task-tabular-2,6,6
66049694dfb8828a8f3dce70,yaml,modifying-task-tabular-3,4,5
66049694dfb8828a8f3dce70,yaml,modifying-task-tabular-4,5,4
67ab214c2cde1be7c45535ac,jsonc,writing-task-NL,1,7
67ab214c2cde1be7c45535ac,jsonc,reading-task-tabular-1,2,3
67ab214c2cde1be7c45535ac,jsonc,reading-task-tabular-2,1,5
67ab214c2cde1be7c45535ac,jsonc,reading-task-tabular-3,1,7
67ab214c2cde1be7c45535ac,jsonc,reading-task-tabular-4,2,5
67ab214c2cde1be7c45535ac,jsonc,reading-task-tabular-5,1,6
67ab214c2cde1be7c45535ac,jsonc,writing-task-tabular,7,1
67ab214c2cde1be7c45535ac,jsonc,modifying-task-tabular-1,4,3
67ab214c2cde1be7c45535ac,jsonc,modifying-task-tabular-2,4,5
67ab214c2cde1be7c45535ac,jsonc,modifying-task-tabular-3,2,2
67ab214c2cde1be7c45535ac,jsonc,modifying-task-tabular-4,4,4
607728dc0b4f8590b94ae57c,jsonc,writing-task-NL,1,7
607728dc0b4f8590b94ae57c,jsonc,reading-task-tabular-1,1,6
607728dc0b4f8590b94ae57c,jsonc,reading-task-tabular-2,2,6
607728dc0b4f8590b94ae57c,jsonc,reading-task-tabular-3,1,7
607728dc0b4f8590b94ae57c,jsonc,reading-task-tabular-4,1,7
607728dc0b4f8590b94ae57c,jsonc,reading-task-tabular-5,1,7
607728dc0b4f8590b94ae57c,jsonc,writing-task-tabular,5,4
607728dc0b4f8590b94ae57c,jsonc,modifying-task-tabular-1,2,6
607728dc0b4f8590b94ae57c,jsonc,modifying-task-tabular-2,1,7
607728dc0b4f8590b94ae57c,jsonc,modifying-task-tabular-3,1,7
607728dc0b4f8590b94ae57c,jsonc,modifying-task-tabular-4,5,3
667c18ace97ab6869cb1c50e,hjson,writing-task-NL,1,7
667c18ace97ab6869cb1c50e,hjson,reading-task-tabular-1,1,6
667c18ace97ab6869cb1c50e,hjson,reading-task-tabular-2,3,5
667c18ace97ab6869cb1c50e,hjson,reading-task-tabular-3,2,6
667c18ace97ab6869cb1c50e,hjson,reading-task-tabular-4,1,7
667c18ace97ab6869cb1c50e,hjson,reading-task-tabular-5,3,7
667c18ace97ab6869cb1c50e,hjson,writing-task-tabular,7,1
667c18ace97ab6869cb1c50e,hjson,modifying-task-tabular-1,3,5
667c18ace97ab6869cb1c50e,hjson,modifying-task-tabular-2,2,6
667c18ace97ab6869cb1c50e,hjson,modifying-task-tabular-3,3,6
667c18ace97ab6869cb1c50e,hjson,modifying-task-tabular-4,4,5
667ac09492ea0caadf488520,json,writing-task-NL,1,7
667ac09492ea0caadf488520,json,reading-task-tabular-1,3,5
667ac09492ea0caadf488520,json,reading-task-tabular-2,6,2
667ac09492ea0caadf488520,json,reading-task-tabular-3,4,4
667ac09492ea0caadf488520,json,reading-task-tabular-4,2,6
667ac09492ea0caadf488520,json,reading-task-tabular-5,4,4
667ac09492ea0caadf488520,json,writing-task-tabular,7,1
667ac09492ea0caadf488520,json,modifying-task-tabular-1,7,2
667ac09492ea0caadf488520,json,modifying-task-tabular-2,1,7
667ac09492ea0caadf488520,json,modifying-task-tabular-3,1,5
667ac09492ea0caadf488520,json,modifying-task-tabular-4,4,4
6740ae39809389d7da9de209,xml,writing-task-NL,3,6
6740ae39809389d7da9de209,xml,reading-task-tabular-1,5,5
6740ae39809389d7da9de209,xml,reading-task-tabular-2,5,6
6740ae39809389d7da9de209,xml,reading-task-tabular-3,6,5
6740ae39809389d7da9de209,xml,reading-task-tabular-4,5,7
6740ae39809389d7da9de209,xml,reading-task-tabular-5,5,5
6740ae39809389d7da9de209,xml,writing-task-tabular,7,5
6740ae39809389d7da9de209,xml,modifying-task-tabular-1,6,5
6740ae39809389d7da9de209,xml,modifying-task-tabular-2,4,6
6740ae39809389d7da9de209,xml,modifying-task-tabular-3,7,4
6740ae39809389d7da9de209,xml,modifying-task-tabular-4,7,1
67c246023b44ca64d40ae45a,json5,writing-task-NL,4,3
67c246023b44ca64d40ae45a,json5,reading-task-tabular-1,7,2
