participantId,task,num_wrong_attempts,correct,format
65fae23bd06ae76bcc297e8b,tutorial_quiz,6,0.5,hjson
65fb13bebfa339f73b4cf76a,tutorial_quiz,10,0.5,jsonc
65fb236a5a78fcf672df7469,tutorial_quiz,1,1.0,json
65feaaac53eb219f09ad5ea0,tutorial_quiz,2,1.0,toml
660eafee7515c432e850362d,tutorial_quiz,3,1.0,hjson
66311bae532a469f4858933e,tutorial_quiz,2,1.0,toml
6647e8618c77f7b938865d25,tutorial_quiz,5,1.0,json5
664e413a5f3eb7f99d90e15b,tutorial_quiz,3,1.0,json
66684beba2a2d24645a6d782,tutorial_quiz,7,1.0,jsonc
66684d30d1a0d64a3a348c82,tutorial_quiz,5,0.5,yaml
666b0b42bb6fa2822fa27a32,tutorial_quiz,10,0.0,json5
6680d2279263349cc005956a,tutorial_quiz,1,1.0,json
6682a94b061954ae8483fb08,tutorial_quiz,0,1.0,toml
66912d7bf9d35c08f6919958,tutorial_quiz,1,1.0,json
6691809035e52ca9b2b0f39a,tutorial_quiz,5,0.5,yaml
669284eabea5b8c9655927da,tutorial_quiz,6,0.5,yaml
6693ce87e76d32ccf07fbcd8,tutorial_quiz,1,1.0,xml
6693d3ae2bd15cf7a058e6a7,tutorial_quiz,1,1.0,json5
66ec8f7ce843d25227820f97,tutorial_quiz,7,0.5,hjson
6708da9c62672d0fe65b6683,tutorial_quiz,6,0.5,jsonc
670f9ddb0e32533c222c3031,tutorial_quiz,3,1.0,json
67153c0d669d191ab273b865,tutorial_quiz,5,0.5,yaml
6715c7aedee148c65c10509c,tutorial_quiz,7,0.5,yaml
67176f0792ed8c4064f61a2c,tutorial_quiz,2,1.0,json
6717980047b565ab5b849317,tutorial_quiz,10,0.0,hjson
671bdd06525adeea062a1d73,tutorial_quiz,2,1.0,json
671e39c25e5e3f340a6f21d4,tutorial_quiz,10,0.0,jsonc
6723422d5f63c70998014b03,tutorial_quiz,5,0.5,jsonc
672b5998daafdbf9c43a531b,tutorial_quiz,10,0.5,jsonc
672f51ea346fba23ddd5a793,tutorial_quiz,6,1.0,xml
6735b2a6112cf17b7b8df8d1,tutorial_quiz,7,1.0,jsonc
6738d09a032bf7224008ce7e,tutorial_quiz,5,1.0,yaml
67406c1303bd39d206ff2b50,tutorial_quiz,0,1.0,xml
674f479b2a4ef75e4551f258,tutorial_quiz,8,0.5,json5
675330fb23080b9ae3ec8239,tutorial_quiz,10,0.0,json5
675aaf0eb1b401136f37c475,tutorial_quiz,5,0.5,json
67792abbab2fa21bf3644c09,tutorial_quiz,8,1.0,hjson
677f8968bbb08bc37c8d2a4b,tutorial_quiz,4,1.0,xml
678526627e48ded12935af38,tutorial_quiz,4,1.0,yaml
67895b7d6400163124042af7,tutorial_quiz,10,0.5,jsonc
678a94ff1cf9f0775cb89e69,tutorial_quiz,10,0.5,hjson
678faf5b31008609fd85b185,tutorial_quiz,6,0.5,json5
67a8fa10b4db1990f7372f01,tutorial_quiz,6,0.5,json5
67ab1d683813ed19603e1030,tutorial_quiz,5,1.0,yaml
67aca6831f2b0b79416bdb6c,tutorial_quiz,12,0.5,xml
67b8636acd5ed420cc098b64,tutorial_quiz,3,1.0,toml
67bf5ad9c5a4637861cfd21e,tutorial_quiz,6,0.5,toml
67c045fa5074c5500ca40e76,tutorial_quiz,3,1.0,xml
67c1dd323984fa84ae83e162,tutorial_quiz,8,0.5,jsonc
67c6ed1e12728e4fe7a1edf6,tutorial_quiz,1,1.0,jsonc
67caa7fe00179edfb74d3e1a,tutorial_quiz,9,0.5,json5
67d0088c269b3e96d9ba6019,tutorial_quiz,5,1.0,hjson
67d0251c804fc17732eb948a,tutorial_quiz,3,1.0,toml
67d03135f855dd0ff0994265,tutorial_quiz,2,1.0,toml
67d11644421446068e1fec14,tutorial_quiz,9,0.5,toml
67d13a1ec91ae2216896de44,tutorial_quiz,7,1.0,json
67d1cc8044430e99a7d91b4a,tutorial_quiz,4,1.0,toml
67d24179c5bd87691f1fe036,tutorial_quiz,4,1.0,yaml
67d2a409ab3638e33fc417b9,tutorial_quiz,10,1.0,hjson
67d2eaf9d5996dc6be1c7072,tutorial_quiz,1,1.0,xml
67da5ae29f57419143d2b99a,tutorial_quiz,6,1.0,jsonc
67e0333064ddada0e2fc6f1e,tutorial_quiz,6,1.0,yaml
67f0d86fabc081fdc410e828,tutorial_quiz,1,1.0,yaml
67f4ea448eb6a2b293c1f2fc,tutorial_quiz,4,1.0,json
67f66486e35051403284eb5e,tutorial_quiz,3,1.0,xml
680ebf035ab59d342f31726e,tutorial_quiz,6,0.5,hjson
681374d36d7bd7ccb6f914f5,tutorial_quiz,4,1.0,json5
68138e7f96395f4c5f3a0a87,tutorial_quiz,3,1.0,json
6818ca1523ece90f671e3601,tutorial_quiz,9,0.5,json
